"codigoViaje","destino","pasivo","codigoPasivo","organismo","IdOrPortal","cargo","fechaInicio","fechaTermino","descripcion","costo","financistas"
"ac0011397602","Ciudad de Castelo Branco, Portugal","German Guerrero Pavez","AC001721","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Embajador de Chile en Portugal",2014-11-28,2014-11-28,"Seminario Oportunidades de Negocios en América Latina - ",0,"   Alcaldía de Castelo Branco  IPDAL e Instituto Politécnico de Castelo Branco - "
"ac0011480272","Évora, Portugal","German Guerrero Pavez","AC001721","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Embajador de Chile en Portugal",2014-12-05,2014-12-05,"Reunión con Alcalde Évora - ",50000,"   Embajada de Chile - "
"ac0011922","PUNTA ARENAS, CHILE","Heraldo Muñoz Valenzuela","AC001497","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Ministro de Relaciones Exteriores",2014-12-16,2014-12-16,"REUNIÓN CONSEJO POLITICA ANTARTICA - ",40827,"   MINISTERIO DE RELACIONES EXTERIORES - "
"aj0101263152","Santiago","Sandra Flores Contreras","AJ0103749","JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)","aj010","Directora Regional de Arica y Parinacota",2014-12-02,2014-12-03,"Seminario Internacional ""Equidad y Calidad, Los desafíos de la Educación Parvularia del siglo XXI"". Resolución Exenta15-3531 - ",370805,"   JUNJI - "
"ao0011044942","Olmué","Mauricio Gomez Chamorro","AO00115687","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Jefe Departamento de Salud Mental - DIPRECE SSP",2014-12-15,2014-12-15,"Jornada Anual de Evaluación 2014 y Planificación 2015 del Depto. de Salud Mental. - ",0,"   Subsecretaría de Salud Pública - "
"ao0011048482","Aysén","Mauricio Gomez Chamorro","AO00115687","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Jefe Departamento de Salud Mental - DIPRECE SSP",2014-12-10,2014-12-12,"Coordinación evento de telepsiquiatría en depresión adolescente de la región de Aysén. - ",121387,"   Subsecretaría de Salud Pública - "
"mu1872818382","LAGO OHIGGINS","Lorena Molina Mansilla","MU18723545","MUNICIPALIDAD DE O'HIGGINS","mu187","Concejala",2014-11-28,2014-11-29,"REUNION JJVV LAGO OHIGGINS, GOBIERNO EN TERRENO SECTOR ISLA CENTRAL - ",66799,"   ILUSTRE MUNICIPALIDAD OHIGGINS - "
"ao0253449752","error","Juan Ramón Alvarado Maldonado","AO02530939","SERVICIO DE SALUD MAULE","ao025","Jefe de Inversiones",2014-11-28,2014-11-28,"error - ",0,"   S/I - "
"ao0253453962","error","Patricio Fernando Orellana Pinto","AO02577187","SERVICIO DE SALUD MAULE","ao025","Jefe Departamento de Recursos Físicos",2014-11-28,2014-11-28,"error - ",0,"   S/I - "
"ad022482","Perú","Jorge Alfonso Burgos Varela","AD02260","SUBSECRETARIA PARA LAS FUERZAS ARMADAS","ad022","Ministro(a)",2014-12-21,2014-12-22,"Botadura del B.E. ""Unión"" (Perú) - ",311305,"   Subsecretaría para las Fuerzas Armadas - "
"ad02252","Coquimbo","Jorge Alfonso Burgos Varela","AD02260","SUBSECRETARIA PARA LAS FUERZAS ARMADAS","ad022","Ministro(a)",2014-12-05,2014-12-05,"Lanzamiento consulta ciudadana del Nuevo Reglamento de Concesiones Marítimas - ",0,"   SSFFAA - "
"ad022732","Punta Arenas","Jorge Alfonso Burgos Varela","AD02260","SUBSECRETARIA PARA LAS FUERZAS ARMADAS","ad022","Ministro(a)",2014-12-16,2014-12-16,"Consejo Política Antartica - ",0,"   Subsecretaría para las Fuerzas Armadas - "
"am0011492","Montevideo,Uruguay","Sergio Galilea Ocon","AM001210","SUBSECRETARÍA DE OBRAS PÚBLICAS","am001","Subsecretario de Obras Públicas",2014-11-30,2014-12-05,"Reuniones con Autoridades del Ministerio de Transportes y Obras Públicas del Uruguay, Participar XXV Reunión de COSIPLAN e IIRSA; En la V Reunión Ordinaria de Ministros COSIPLAN y en la II Reunión del Grupo de Trabajo Infraestructura para Integración física del Transporte, las Telecomunicaciones y la Integración    Fronteriza. - .CELAC. - ",2809400,"   Ministerio de Obras Públicas, Subsecretarria -     Ministerio de Obras Públicas, Subsecretaria -     Ministerio de Obras Publicas, Subsecretaria - "
"ao001132","ANTOFAGASTA","Helia Molina Milman","AO001632","SUBSECRETARÍA DE SALUD PÚBLICA ","ao001","Ministra",2014-11-26,2014-11-28,"Agenda Ministra de Salud  Antofagasta Nº Vuelo                                                     salida                               fecha               hora salida             hora llegada LA 322 Operado por     A. MERINO BENITEZ      26-NOV-14                 18:20               20:20 LAN AIRLINES         26 noviembre 21:00  Cena. Participa Intendente, Seremi, Director Servicio Salud, parlamentarios. Hasta el momento se han excusado los parlamentarios.   27 noviembre  08:00 - 09:00  Reunión Equipo Directivo Salud Región Antofagasta  (Seremi Salud y Director Servicio Salud). Lugar: Servicio Salud. Bolivar # 523.  09:00 - 09:30  Visita Laboratorio Regional - SEREMI. Anuncios Agenda Medio Ambiental. Bolivar # 523. Directivos del servicio de salud, SEREMI, gremios de la salud, representantes colegios profesionales 09:45 - 10:30  Visita y bendición ecuménica obras realizadas en Unidad de Urgencias, Hospital Regional Antofagasta. Invitados: Representante Iglesia Católica e Iglesia Evangélica, Concejo Consultivo HRA, Parlamentarios, CORE Salud, gremios de la salud, representantes colegios profesionales 11:00 - 11:45  Punto Prensa Inversión en Salud Región de Antofagasta (Salud Pública y Redes Asistenciales) y Recorrido obras Hospital Concesionado Antofagasta. Representante Iglesia Católica e Iglesia Evangélica, Concejo Consultivo HRA, Parlamentarios, CORE Salud, Consejo Asesor Seremi y JJVV. Gremios de la salud, representantes colegios profesionales.    12:15 - 13:00  Recorrido obras y bendición ecuménica CESFAM Maria Cristina Rojas. Invitados: Representante Iglesia Católica e Iglesia Evangélica, Concejo Consultivo HRA, Parlamentarios, CORE Salud, Concejo Asesor Seremi, Comunidad, Alcaldesa Antofagasta. Gremios de la salud, representantes colegios profesionales 13:30 - 15:00  Almuerzo con alcaldes de la región, Intendente, Seremi y Director Servicio de Salud. Lugar: Hotel Diego de Almagro.  15:30 - 16:00  Inauguración Foro Regional de Salud. Lugar: Sala Ossa, Intendencia Antofagasta. Tema: Prevención de Cáncer en la Mujer. Convocados: 22 actores de institucionalidad pública, sociedad civil, CORES, Universidades, entre otros. 16:00 - 16:15  Punto de prensa Foro Regional de Salud 16:30 – 16:50  Entrevista Mercurio Antofagasta 17:00 – 17:40  Entrevista TVN red Antofagasta  18:00 – 18:20  Entrevista  Radio Madero (cobertura regional) (telefónica) 18:30 - 19:30  Reunión de trabajo con Intendente, Sector Salud y CORES. Lugar: Sala CORE – Intendencia.  28 de Noviembre  08:30 – 09:30 Desayuno con representantes de los gremios de la salud (APS – Hospitales –              SEREMI – Colegios profesionales).Ministra de salud -  Seremi de salud y equipo directivo del Servicio de salud.   10:00 – 10:30  Actividad Difusión VPH. Lugar: Auditorio Biblioteca Regional. Convocados: Centros de Padres y Apoderados, Sostenedores, Directores, Profesores, Seremi Educación. 10:45 – 11:00  Reunión representantes organización “Este Polvo Te mata “Lugar – Biblioteca regional – Ministra de salud, Seremi de Salud – Intendente Regional 11:15 – 11:45 Visita Centro de Rehabilitación Teletón Antofagasta. Ministra de salud – Intendente – Director de servicio de salud. 12:30 horas    Salida desde aeropuerto Cerro Moreno    Nº Vuelo                                                     salida                               fecha               hora salida            hora llegada                       Santiago LA 165 Operado por LAN AIRLINES       CERRO MORENO              28-NOV-14            13:15          15:05 - ",694203,"   MINISTERIO DE SALUD - "
"ap001112","Valparaiso","Paulina Saball Astaburuaga","AP001248","SUBSECRETARIA DE VIVIENDA Y URBANISMO","ap001","Ministro(a)",2014-11-28,2014-11-28,"Entrega de subsidios reconstrucción Valpo - ",38516,"   Ministerio de Vivienda y Urbanismo - "
"ap0011432","Valparaiso, Chile","Paulina Saball Astaburuaga","AP001248","SUBSECRETARIA DE VIVIENDA Y URBANISMO","ap001","Ministro(a)",2014-12-10,2014-12-10,"Reunión en el Senado, presentación Programas Habitacionales de la región de Valparaiso - ",40828,"   Ministerio de Vivienda y Urbanismo - "
"nr00252","NUEVA YORK, ESTADOS UNIDOS DE AMÉRICA","PATRICIA ARRIAGADA VILLOUTA","NR0022","CONTRALORIA GENERAL DE LA REPUBLICA","nr002","SUBCONTRALOR GENERAL",2014-12-10,2014-12-12,"ENTREVISTAS, REUNIONES O AUDIENCIAS - ",5820000,"   CONTRALORÍA GENERAL DE LA REPÚBLICA -     ORGANIZACIÓN DE NACIONES UNIDAS - "
"nr0081201412","Santiago","RAUL ENRIQUE ARANCIBIA CERDA","NR008FRI","MINISTERIO PUBLICO","nr008","FISCAL REGIONAL DE TARAPACA",2014-12-05,2014-12-12,"Entrevistas, reuniones o audiencias - ",543870,"   MINISTERIO PUBLICO - "
"nr0082201412","Santiago","RAUL ENRIQUE ARANCIBIA CERDA","NR008FRI","MINISTERIO PUBLICO","nr008","FISCAL REGIONAL DE TARAPACA",2014-12-29,2014-12-30,"Otro - ",451794,"   MINISTERIO PUBLICO - "
"nr00282","WASHINGTON, ESTADOS UNIDOS DE AMÉRICA","RAMIRO MENDOZA ZUÑIGA","NR0021","CONTRALORIA GENERAL DE LA REPUBLICA","nr002","CONTRALOR GENERAL",2014-12-08,2014-12-10,"SEMINARIOS, CONFERENCIAS O CONGRESOS - ",888600,"   CONTRALORÍA GENERAL DE LA REPÚBLICA -     GRUPO BANCO MUNDIAL - "
"nr00292","CONCEPCIÓN, CHILE","RAMIRO MENDOZA ZUÑIGA","NR0021","CONTRALORIA GENERAL DE LA REPUBLICA","nr002","CONTRALOR GENERAL",2014-12-04,2014-12-05,"SEMINARIOS, CONFERENCIAS O CONGRESOS - ",0,"   UNIVERSIDAD DE CONCEPCIÓN -     CONTRALORÍA GENERAL DE LA REPÚBLICA - "
"ab0021472","Vallenar, Región de Atacama","Ricardo Cifuentes Lillo","AB002648","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","Subsecretario(a)",2014-12-26,2014-12-26,"1. Participación de la entrega del terreno en el sector Chacra Martínez, comuna de Vallenar, que permitirá la construcción más de 500 viviendas sociales. 2. Reunión con el alcalde de la comuna de Vallenar. - ",74827,"   Subdere - "
"ab0021482","Región de Los Lagos","Ricardo Cifuentes Lillo","AB002648","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","Subsecretario(a)",2014-12-30,2014-12-30,"1. Participación de la gira Presidencial a la Región de Los Lagos.  2. Asistencia a la ceremonia de firma de proyecto de Reforma Constitucional que establece la elección directa del Órgano Ejecutivo del Gobierno Regional, Teatro Diego Rivera, Puerto Montt. - ",0,"   Subdere - "
"ab002162","Concepción, Chile","Ricardo Cifuentes Lillo","AB002648","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","Subsecretario(a)",2014-11-27,2014-11-29,"1. Reunión con Intendente Región del Bío Bío y Gabinete Regional. 2. Reunión con Alcalde de Concepción. 3. Expositor del seminario “Descentralización y Desarrollo Regional”, organizado por la Universidad Católica de la Santísima Concepción y el Centro de Extensión del Senado. 4. Supervisión del Plan de Desarrollo para Territorios Rezagados de las comunas de la provincia de Arauco. 5. Reunión con los Consejeros Regionales de la Región del Bío Bío. 6. Traslado a la comuna de Tomé: Reunión con Alcaldesa y visita técnica al Proyecto Reposición Mejorada Edificio Consistorial de Tomé, con financiamiento del Fondo de Recuperación de Ciudades. 7. Traslado a la comuna de de Penco y Reunión con Alcalde. 8. Traslado a la comuna de Talcahuano y reunión con Alcalde y Equipo Municipal. - ",469444,"   SUBDERE - "
"ab002192","Región de Magallanes, Chile","Ricardo Cifuentes Lillo","AB002648","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","Subsecretario(a)",2014-11-30,2014-12-04,"1.  Reunión con Alcalde de Punta Arenas para examinar programas de inversión SUBDERE. 2. Entrevista en el Matinal: ""Una Mañana Familiar"", de Canal ITV Patagonia. 3. Inspección de obra de Agua Potable Rural en Pampa Redonda, Punta Arenas. 4. Inspección de obra a la remodelación Archivos y Biblioteca Regional, ex Cárcel de Punta Arena; obras ejecutadas con financiamiento del Programa Puesta en Valor del Patrimonio. Fondos BID. 5. Visita a Puerto Dársena y Centro Científico. 6. Participación en la Cuenta Pública del Consejo Regional de Magallanes. Auditórium Contraloría. 7. Reunión con el Consejo Regional de Magallanes, Intendencia Regional. 8. Traslado a comuna de Cabo de Hornos para sostener reunión con Alcaldesa de Cabo de Hornos y Gobernador de la Provincia de la Antártica Chilena. 9. Visita al Parque Etnobotánico Omora. 10. Visita técnica a la Construcción de Plaza Mirador, sector Simón Bolívar, Punta Arenas.   11. Visita a la Construcción de Plaza Progreso, Barrio Croata, Punta Arenas. 12. Traslado a Puerto Natales y reuniones de trabajo con Gobernador de la Provincia de Última Esperanza y Alcalde de la comuna de Puerto Natales. 13. Visita a paso Kirke. 14. Traslado a la comuna de Laguna Blanca y reunión almuerzo con Alcalde de la Comuna. 15. Retorno a Punta Arenas. - ",655593,"   SUBDERE - "
"ab002452","Región de Coquimbo","Ricardo Cifuentes Lillo","AB002648","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","Subsecretario(a)",2014-12-05,2014-12-06,"1. Participación en la inauguración de la plaza Víctor Domingo Silva (El Cohete), comuna de Coquimbo. 2. Asistencia a la gala de la Escuela de Artes Pedro Aguirre Cerda de la comuna de La Serena. 3. Recoger opiniones sobre el proceso de descentralización en la sesión del Consejo Regional realizada en la comuna de Ovalle, provincia de Limarí. - ",329461,"   Subdere - "
"ab002462","Valparaíso","Ricardo Cifuentes Lillo","AB002648","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","Subsecretario(a)",2014-12-09,2014-12-09,"Convocado por la Comisión de Hacienda del Senado. Discusión del proyecto de ley, en segundo trámite constitucional, que efectúa aporte extraordinario al Fondo Común Municipal. - ",75127,"   SUBDERE - "
"ab002472","Valparaíso","Ricardo Cifuentes Lillo","AB002648","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","Subsecretario(a)",2014-12-10,2014-12-10,"Convocado por la Comisión de Hacienda del Senado a la discusión del Proyecto de ley, en segundo trámite constitucional, que modifica la ley N° 19.175, Orgánica Constitucional sobre Gobierno y Administración Regional fortaleciendo los consejos regionales. - ",78527,"   Subdere - "
"ab002602","Provincia de Quillota","Ricardo Cifuentes Lillo","AB002648","SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)","ab002","Subsecretario(a)",2014-12-14,2014-12-14,"1. Visita de anuncio de compra de terreno con recursos del Programa de Mejoramiento de Barrios, para proyecto habitacional en la comuna de Nogales, sector El Almendro. 2. Visita de anuncio de compra de terreno con recursos del Programa de Mejoramiento de Barrios, para proyecto habitacional en la comuna de Nogales, villa El Rosario. - ",74727,"   Subdere - "
"ab0061282","Montevideo, Uruguay","Patricio Santamaría Mutis","AB006833","SERVICIO ELECTORAL (SERVEL)","ab006","Consejero(a) del Consejo Directivo del Servicio Electoral",2014-11-28,2014-12-01,"Invitación Segunda Elección para elegir Presidente y Vicepresidente de la República de Uruguay - ",447880,"   Servicio Electoral - "
"ab0062132","París, Francia","Juan Emilio Cheyre Espinosa","AB006836","SERVICIO ELECTORAL (SERVEL)","ab006","Consejero(a) del Consejo Directivo del Servicio Electoral",2014-12-02,2014-12-05,"Invitación a ""Forum on Financing Democracy and Averting Policy Capture"", organizado por la OCDE en cooperación con internacional IDEA y la Organización de Estados Americanos. La actividad consistió en asistir y participar en los debates como asimismo ser uno de los expositores del foro   en la OCDE en el tema ""Ensuring compliance through effective incentive mechanisms"", como representante del Servicio Electoral - ",2945924,"   Organización para la Cooperación y Desarrollo Económico, OCDE -   Juan Emilio Cheyre Espinosa. Dinero que será reembolsado por el Federal Department of Foreign Affairs, Suiza. Debido a su participación en calidad de experto en Taller organizado por el FDFA, lo que permitió su paso por Francia en la fecha del Foro OCDE.   - "
"ac0011792","Punta Arenas, Chile","Edgardo Riveros Marin","AC001463","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Subsecretario de Relaciones Exteriores",2014-12-12,2014-12-14,"Reuniónes con cuerpo Diplomático - ",274090,"   Ministerio de Relaciones Exteriores - "
"ac0011802","Paraná, Argentina","Edgardo Riveros Marin","AC001463","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Subsecretario de Relaciones Exteriores",2014-12-15,2014-12-18,"Participar en reunión de Ministros del Mercosur y cumbre de Jefes de Estado Mercosur y Estados Asociados - ",2750502,"   Ministerio de Relaciones Exteriores - "
"ac0011812","Valparaiso, Chile","Edgardo Riveros Marin","AC001463","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Subsecretario de Relaciones Exteriores",2014-12-09,2014-12-09,"Asistir a Comisión de Relaciones Exteriores del Senado - ",40827,"   Ministerio de Relaciones Exteriores - "
"ac001702","Bristol","Rolando Custodio Drago Rodriguez","AC001710","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Embajador de Chile en Reino Unido",2014-12-11,2014-12-11,"Visita cortesía a Alcalde y reuniones de trabajo con autoridades Universidad de Bristol. Encuentro con representantes de comunidad chilena y de estudiantes becados. - ",60000,"   Miniterio de Relaciones Exteriores (PAEE) - "
"ac001982","GUAYAQUIL, QUITO, ECUADOR","Heraldo Muñoz Valenzuela","AC001497","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Ministro de Relaciones Exteriores",2014-12-04,2014-12-05,"ACOMPAÑA A S.E. AL TRASPASO TPP, CUMBRE UNASUR Y CUMBRES DE JEFES DE ESTADO, UNASUR - ",503324,"   MINISTERIO DE RELACIONES EXTERIORES - "
"ac001992","VERACRUZ Y LIMA, PERU","Heraldo Muñoz Valenzuela","AC001497","SUBSECRETARÍA DE RELACIONES EXTERIORES","ac001","Ministro de Relaciones Exteriores",2014-12-07,2014-12-10,"ACOMPAÑA A S.E. LA PRESIDENTA DE LA REPUBLICA E INTEGRA GIRA PRESIDENCIAL A LA XXIV CUMBRE IBEROAMERICANA DE JEFES DE ESTADO Y DE GOBIERNO EN VERACRUZ  Y A LA REUNIÓN COP20 EN LIMA - ",478762,"   MINISTERIO DE RELACIONES EXTERIORES - "
"ad0211042","Montevideo, Uruguay","Marcos Robledo Hoecker","AD02138","SUBSECRETARIA DE DEFENSA","ad021","Subsecretario(a)",2014-12-09,2014-12-11,"Participar en reunión de Viceministros de instancia ejecutiva del Consejo de Defensa Suramericano (CDS) UNASUR. - ",2516915,"   Subsecretaría para las Fuerzas Armadas -     Subsecretaria de Defensa -     Comando Logístico Fuerza Aérea de Chile - "
"ad0211132","Valparaiso","Marcos Robledo Hoecker","AD02138","SUBSECRETARIA DE DEFENSA","ad021","Subsecretario(a)",2014-12-18,2014-12-25,"Participar de las ceremonias de  graduación de las Academias de Guerra, Politécnica y Escuela Naval. - ",40400,"   Subsecretaría de Defensa - "
"ad021212","Concón, Valparaiso","Marcos Robledo Hoecker","AD02138","SUBSECRETARIA DE DEFENSA","ad021","Subsecretario(a)",2014-12-02,2014-12-02,"Asistir a la inauguración de la EXPONAVAL 2014, con la asistencia de SE la Presidenta de la República. - ",40600,"   Subsecretaría de Defensa - "
"ad021362","Valparaiso, Chile","Marcos Robledo Hoecker","AD02138","SUBSECRETARIA DE DEFENSA","ad021","Subsecretario(a)",2014-12-09,2014-12-09,"Asistir a una reunión al Congreso Nacional acompañando al Sr. MDN. - ",40400,"   Subsecretaría de Defensa - "
"ad02162","Concepción, Chile","Marcos Robledo Hoecker","AD02138","SUBSECRETARIA DE DEFENSA","ad021","Subsecretario(a)",2014-11-28,2014-11-29,"Base Armada de Chile, Isla Quiriquina. - ",201570,"   Subsecretaría de Defensa - "
"ad0221252","Valparaíso","Gabriel  Gaspar Tapia","AD02268","SUBSECRETARIA PARA LAS FUERZAS ARMADAS","ad022","Subsecretario(a)",2014-12-18,2014-12-18,"Asistencia Graduaciones de las Escuelas Matrices de la Armada de Chile. - ",0,"   Subsecretaría para las Fuerzas Armadas - "
"ad0221262","Isla de Pascua","Gabriel  Gaspar Tapia","AD02268","SUBSECRETARIA PARA LAS FUERZAS ARMADAS","ad022","Subsecretario(a)",2014-12-20,2014-12-21,"Visita en terreno de instalaciones y recinto de la DGAC. - ",0,"   Subsecretaría para las Fuerzas Armadas - "
"ad022332","Valparaíso","Jorge Alfonso Burgos Varela","AD02260","SUBSECRETARIA PARA LAS FUERZAS ARMADAS","ad022","Ministro(a)",2014-12-09,2014-12-09,"Comisión de Defensa, Senado y Comisión de Hacienda, Cámara de Diputados - ",0,"   Subsecretaría para las Fuerzas Armadas - "
"ad02242","Con Con","Jorge Alfonso Burgos Varela","AD02260","SUBSECRETARIA PARA LAS FUERZAS ARMADAS","ad022","Ministro(a)",2014-12-02,2014-12-02,"Inaguración Exponaval - ",0,"   Subsecretaría para las Fuerzas Armadas - "
"ad022522","Coquimbo","Gabriel  Gaspar Tapia","AD02268","SUBSECRETARIA PARA LAS FUERZAS ARMADAS","ad022","Subsecretario(a)",2014-12-05,2014-12-05,"Lanzamiento de consulta ciudadana del nuevo Reglamento de Concesiones Marítimas. - ",0,"   Subsecretaría para las Fuerzas Armadas - "
"ad022532","Viña del Mar","Gabriel  Gaspar Tapia","AD02268","SUBSECRETARIA PARA LAS FUERZAS ARMADAS","ad022","Subsecretario(a)",2014-12-04,2014-12-04,"Visita a la Exponaval - ",0,"   Subsecretaría para las Fuerzas Armadas - "
"ad022752","Valparaíso","Jorge Alfonso Burgos Varela","AD02260","SUBSECRETARIA PARA LAS FUERZAS ARMADAS","ad022","Ministro(a)",2014-12-18,2014-12-18,"Graduación Escuela Naval - ",0,"   Subsecretaría para las Fuerzas Armadas - "
"ad0231052","Punta Arenas","JoséMiguel Romero Aguirre","AD02340","ESTADO MAYOR CONJUNTO","ad023","Jefe del Estado Mayor Conjunto",2014-12-15,2014-12-16,"Reunión del Comité de Planificación Antártica - ",522000,"   Estado Mayor Conjunto - "
"ad0231142","VALPARAÍSO","JoséMiguel Romero Aguirre","AD02340","ESTADO MAYOR CONJUNTO","ad023","Jefe del Estado Mayor Conjunto",2014-12-09,2014-12-11,"Asistir a EXPONAVAL 2014 - ",184000,"   Estado Mayor Conjunto - "
"ad0231152","VALPARAÍSO","JoséMiguel Romero Aguirre","AD02340","ESTADO MAYOR CONJUNTO","ad023","Jefe del Estado Mayor Conjunto",2014-12-12,2014-12-12,"Despedida Oficiales Superiores que se acogen a retiro - ",41000,"   Estado Mayor Conjunto - "
"ad0231162","VALPARAÍSO","JoséMiguel Romero Aguirre","AD02340","ESTADO MAYOR CONJUNTO","ad023","Jefe del Estado Mayor Conjunto",2014-12-17,2014-12-18,"Reunión del Comité de Planificación Estratégica de la Armada Vacunación previa a viaje a Haití. Asistir a las ceremonias de: Despedida de Oficiales Generales que se acogen a retiro. Graduación de la Academia Politécnica Naval. Graduación de la Academia de Guerra Naval. Graduación de la Escuela Naval. - ",143000,"   Estado Mayor Conjunto - "
"ad023152","Iquique","Ricardo Martínez Menanteau","AD02342","ESTADO MAYOR CONJUNTO","ad023","Subjefe del Estado Mayor Conjunto",2014-11-30,2014-12-01,"Representar al Jefe del Estado Mayor Conjunto en la ceremonia de conmemoración del aniversario del Comando Conjunto Norte - ",469713,"   Estado Mayor Conjunto - "
"ad023322","Haití","Jorge Rodríguez Urria","AD023803","ESTADO MAYOR CONJUNTO","ad023","Director de la Dirección de Operaciones y Conducción Conjunta (DOPCON)",2014-11-30,2014-12-08,"Revista de los Bienes Muebles Inventariables, de las tropas que se encuentran en el área de misión de MINUSTAH. - ",7967855,"   Estado Mayor Conjunto - "
"ae0011502","Nueva York, Estados Unidos","Alberto  Arenas de Mesa","AE00185","SUBSECRETARÍA DE HACIENDA","ae001","Ministro",2014-12-02,2014-12-04,"Reuniones con potenciales inversionistas para una futura colocación de bonos soberanos chilenos en los mercados internacionales. - ",174688,"   Ministerio de Hacienda - "
"ae0011532","Concepción, Chile","Alberto  Arenas de Mesa","AE00185","SUBSECRETARÍA DE HACIENDA","ae001","Ministro",2014-12-16,2014-12-17,"Seminario “Visión Económica y Empresarial”. - ",283429,"   Ministerio de Hacienda - "
"ae0011582","Puerto Montt","Alberto  Arenas de Mesa","AE00185","SUBSECRETARÍA DE HACIENDA","ae001","Ministro",2014-12-30,2014-12-30,"Viaje Presidencial a la Región de los Lagos - ",0,"   Secretaría y Administración General del Ministerio de Hacienda - "
"ae0011592","Valparaíso","Alberto  Arenas de Mesa","AE00185","SUBSECRETARÍA DE HACIENDA","ae001","Ministro",2014-12-16,2014-12-16,"Sesión Congreso Nacional - ",0,"   Secretaría y Administración General del Ministerio de Hacienda - "
